类型,根函数名,函数名,非独占样本数,独占样本数,非独占样本数百分比,独占样本数百分比,
"Callee","?CopyBeforeWrite@wxStringBase@@IAE_NXZ","wxStringBase::GetStringData",37,37,0.50,0.50,
"Callee","?CopyBeforeWrite@wxStringBase@@IAE_NXZ","wxStringData::Unlock",18,7,0.24,0.09,
"Root","?Create@wxImage@@QAE_NPBQBD@Z","?Create@wxImage@@QAE_NPBQBD@Z",2,0,0.03,0.00,
"Caller","?Create@wxImage@@QAE_NPBQBD@Z","??0wxImage@@QAE@PBQBD@Z",2,0,0.03,0.00,
"Callee","?Create@wxImage@@QAE_NPBQBD@Z","?ReadData@wxXPMDecoder@@QAE?AVwxImage@@PBQBD@Z",2,0,0.03,0.00,
"Root","?data@wxStringBase@@QBEPBDXZ","?data@wxStringBase@@QBEPBDXZ",2,2,0.03,0.03,
"Caller","?data@wxStringBase@@QBEPBDXZ","?compare@wxStringBase@@QBEHPBD@Z",2,2,0.03,0.03,
"Root","?data@wxStringData@@QBEPADXZ","?data@wxStringData@@QBEPADXZ",6,6,0.08,0.08,
"Caller","?data@wxStringData@@QBEPADXZ","?AllocBuffer@wxStringBase@@IAE_NI@Z",4,4,0.05,0.05,
"Caller","?data@wxStringData@@QBEPADXZ","?CopyBeforeWrite@wxStringBase@@IAE_NXZ",2,2,0.03,0.03,
"Root","?Delete@wxTreeCtrl@@UAEXABVwxTreeItemId@@@Z","?Delete@wxTreeCtrl@@UAEXABVwxTreeItemId@@@Z",2,0,0.03,0.00,
"Caller","?Delete@wxTreeCtrl@@UAEXABVwxTreeItemId@@@Z","ProjectExplorerWindow::RemoveFileSymbols",2,0,0.03,0.00,
"Callee","?Delete@wxTreeCtrl@@UAEXABVwxTreeItemId@@@Z","[user32.DLL]",2,0,0.03,0.00,
"Root","?DeleteAllItems@wxListCtrl@@QAE_NXZ","?DeleteAllItems@wxListCtrl@@QAE_NXZ",1,0,0.01,0.00,
"Caller","?DeleteAllItems@wxListCtrl@@QAE_NXZ","BreakpointsWindow::UpdateBreakpoints",1,0,0.01,0.00,
"Callee","?DeleteAllItems@wxListCtrl@@QAE_NXZ","[user32.DLL]",1,0,0.01,0.00,
"Root","?DeletePendingObjects@wxAppBase@@IAEXXZ","?DeletePendingObjects@wxAppBase@@IAEXXZ",2,0,0.03,0.00,
"Caller","?DeletePendingObjects@wxAppBase@@IAEXXZ","?ProcessIdle@wxAppBase@@UAE_NXZ",2,0,0.03,0.00,
"Callee","?DeletePendingObjects@wxAppBase@@IAEXXZ","?GetFirst@wxObjectList@@QBEPAVwxObjectListNode@@XZ",1,1,0.01,0.01,
"Callee","?DeletePendingObjects@wxAppBase@@IAEXXZ","MainFrame::`scalar deleting destructor'",1,0,0.01,0.00,
"Root","?Dispatch@wxEventLoop@@UAE_NXZ","?Dispatch@wxEventLoop@@UAE_NXZ","2,811",0,38.03,0.00,
"Caller","?Dispatch@wxEventLoop@@UAE_NXZ","?Run@wxEventLoopManual@@UAEHXZ","2,811",0,38.03,0.00,
"Callee","?Dispatch@wxEventLoop@@UAE_NXZ","?GetMessage@@YAHPAUtagMSG@@PAUHWND__@@II@Z","2,798",0,37.86,0.00,
"Callee","?Dispatch@wxEventLoop@@UAE_NXZ","?ProcessMessage@wxEventLoop@@UAEXPAUtagMSG@@@Z",13,0,0.18,0.00,
"Root","?DoCreate@wxFont@@IAE_NHABVwxSize@@_NHHH1ABVwxString@@W4wxFontEncoding@@@Z","?DoCreate@wxFont@@IAE_NHABVwxSize@@_NHHH1ABVwxString@@W4wxFontEncoding@@@Z",19,0,0.26,0.00,
"Caller","?DoCreate@wxFont@@IAE_NHABVwxSize@@_NHHH1ABVwxString@@W4wxFontEncoding@@@Z","wxFont::Create",19,0,0.26,0.00,
"Callee","?DoCreate@wxFont@@IAE_NHABVwxSize@@_NHHH1ABVwxString@@W4wxFontEncoding@@@Z","?RealizeResource@wxFont@@UAE_NXZ",19,0,0.26,0.00,
"Root","?DoDeleteNode@wxListBase@@AAEXPAVwxNodeBase@@@Z","?DoDeleteNode@wxListBase@@AAEXPAVwxNodeBase@@@Z",1,0,0.01,0.00,
"Caller","?DoDeleteNode@wxListBase@@AAEXPAVwxNodeBase@@@Z","?Clear@wxListBase@@QAEXXZ",1,0,0.01,0.00,
"Callee","?DoDeleteNode@wxListBase@@AAEXPAVwxNodeBase@@@Z","??_EwxwxSizerItemListNode@@UAEPAXI@Z",1,1,0.01,0.01,
"Root","?DoDrawBitmap@wxDC@@MAEXABVwxBitmap@@HH_N@Z","?DoDrawBitmap@wxDC@@MAEXABVwxBitmap@@HH_N@Z",3,0,0.04,0.00,
"Caller","?DoDrawBitmap@wxDC@@MAEXABVwxBitmap@@HH_N@Z","wxDCBase::DrawBitmap",3,0,0.04,0.00,
"Callee","?DoDrawBitmap@wxDC@@MAEXABVwxBitmap@@HH_N@Z","?GetOptionInt@wxSystemOptions@@SAHABVwxString@@@Z",3,0,0.04,0.00,
"Root","?DoDrawRectangle@wxDC@@MAEXHHHH@Z","?DoDrawRectangle@wxDC@@MAEXHHHH@Z",1,0,0.01,0.00,
"Caller","?DoDrawRectangle@wxDC@@MAEXHHHH@Z","wxDCBase::DrawRectangle",1,0,0.01,0.00,
"Callee","?DoDrawRectangle@wxDC@@MAEXHHHH@Z","??0wxColourChanger@@QAE@AAVwxDC@@@Z",1,0,0.01,0.00,
"Root","?DoEnumerate@wxFontEnumeratorHelper@@QAEXXZ","?DoEnumerate@wxFontEnumeratorHelper@@QAEXXZ",19,0,0.26,0.00,
"Caller","?DoEnumerate@wxFontEnumeratorHelper@@QAEXXZ","?EnumerateFacenames@wxFontEnumerator@@UAE_NW4wxFontEncoding@@_N@Z",19,0,0.26,0.00,
"Callee","?DoEnumerate@wxFontEnumeratorHelper@@QAEXXZ","[GDI32.dll]",19,0,0.26,0.00,
"Root","?DoFrameLayout@wxAuiManager@@IAEXXZ","?DoFrameLayout@wxAuiManager@@IAEXXZ",3,0,0.04,0.00,
"Caller","?DoFrameLayout@wxAuiManager@@IAEXXZ","?OnSize@wxAuiManager@@IAEXAAVwxSizeEvent@@@Z",1,0,0.01,0.00,
"Caller","?DoFrameLayout@wxAuiManager@@IAEXXZ","?Update@wxAuiManager@@QAEXXZ",3,0,0.04,0.00,
"Callee","?DoFrameLayout@wxAuiManager@@IAEXXZ","?Layout@wxWindowBase@@UAE_NXZ",3,1,0.04,0.01,
"Root","?DoGet@wxHashTableBase@@IBEPAXJJ@Z","?DoGet@wxHashTableBase@@IBEPAXJJ@Z",3,1,0.04,0.01,
"Caller","?DoGet@wxHashTableBase@@IBEPAXJJ@Z","?Get@wxWinHashTable@@QBEPAVwxWindow@@J@Z",3,1,0.04,0.01,
"Callee","?DoGet@wxHashTableBase@@IBEPAXJJ@Z","?GetNext@wxHashTableBase_Node@@IBEPAV1@XZ",1,1,0.01,0.01,
"Callee","?DoGet@wxHashTableBase@@IBEPAXJJ@Z","@ILT+85295(?GetNext@wxHashTableBase_Node@@IBEPAV1@XZ)",1,1,0.01,0.01,
"Root","?DoGetItem@wxTreeCtrl@@ABE_NPAUwxTreeViewItem@@@Z","?DoGetItem@wxTreeCtrl@@ABE_NPAUwxTreeViewItem@@@Z",2,0,0.03,0.00,
"Caller","?DoGetItem@wxTreeCtrl@@ABE_NPAUwxTreeViewItem@@@Z","?IsExpanded@wxTreeCtrl@@UBE_NABVwxTreeItemId@@@Z",2,0,0.03,0.00,
"Callee","?DoGetItem@wxTreeCtrl@@ABE_NPAUwxTreeViewItem@@@Z","[user32.DLL]",2,0,0.03,0.00,
"Root","?DoInitializeModule@wxModule@@CA_NPAV1@AAVwxModuleList@@@Z","?DoInitializeModule@wxModule@@CA_NPAV1@AAVwxModuleList@@@Z",1,0,0.01,0.00,
"Caller","?DoInitializeModule@wxModule@@CA_NPAV1@AAVwxModuleList@@@Z","?InitializeModules@wxModule@@SA_NXZ",1,0,0.01,0.00,
"Callee","?DoInitializeModule@wxModule@@CA_NPAV1@AAVwxModuleList@@@Z","?Init@wxModule@@QAE_NXZ",1,0,0.01,0.00,
"Root","?DoInsertAfter@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@0ABVwxString@@HHPAVwxTreeItemData@@@Z","?DoInsertAfter@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@0ABVwxString@@HHPAVwxTreeItemData@@@Z",3,0,0.04,0.00,
"Caller","?DoInsertAfter@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@0ABVwxString@@HHPAVwxTreeItemData@@@Z","?DoInsertItem@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@IABVwxString@@HHPAVwxTreeItemData@@@Z",3,0,0.04,0.00,
"Callee","?DoInsertAfter@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@0ABVwxString@@HHPAVwxTreeItemData@@@Z","[user32.DLL]",3,0,0.04,0.00,
"Root","?DoInsertItem@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@IABVwxString@@HHPAVwxTreeItemData@@@Z","?DoInsertItem@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@IABVwxString@@HHPAVwxTreeItemData@@@Z",3,0,0.04,0.00,
"Caller","?DoInsertItem@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@IABVwxString@@HHPAVwxTreeItemData@@@Z","wxTreeCtrlBase::AppendItem",3,0,0.04,0.00,
"Callee","?DoInsertItem@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@IABVwxString@@HHPAVwxTreeItemData@@@Z","?DoInsertAfter@wxTreeCtrl@@MAE?AVwxTreeItemId@@ABV2@0ABVwxString@@HHPAVwxTreeItemData@@@Z",3,0,0.04,0.00,
"Root","?DoMoveSibling@wxWindow@@IAE_NPAXHHHH@Z","?DoMoveSibling@wxWindow@@IAE_NPAXHHHH@Z",5,0,0.07,0.00,
"Caller","?DoMoveSibling@wxWindow@@IAE_NPAXHHHH@Z","?DoMoveWindow@wxWindow@@MAEXHHHH@Z",2,0,0.03,0.00,
"Caller","?DoMoveSibling@wxWindow@@IAE_NPAXHHHH@Z","未知",3,0,0.04,0.00,
"Callee","?DoMoveSibling@wxWindow@@IAE_NPAXHHHH@Z","[user32.DLL]",5,0,0.07,0.00,
"Root","?DoMoveWindow@wxWindow@@MAEXHHHH@Z","?DoMoveWindow@wxWindow@@MAEXHHHH@Z",2,0,0.03,0.00,
"Caller","?DoMoveWindow@wxWindow@@MAEXHHHH@Z","?DoSetSize@wxWindow@@MAEXHHHHH@Z",2,0,0.03,0.00,
"Callee","?DoMoveWindow@wxWindow@@MAEXHHHH@Z","?DoMoveSibling@wxWindow@@IAE_NPAXHHHH@Z",2,0,0.03,0.00,
"Root","?DoMSWControlColor@wxControl@@MAEPAXPAXVwxColour@@0@Z","?DoMSWControlColor@wxControl@@MAEPAXPAXVwxColour@@0@Z",1,0,0.01,0.00,
"Caller","?DoMSWControlColor@wxControl@@MAEPAXPAXVwxColour@@0@Z","?MSWControlColor@wxControl@@UAEPAXPAX0@Z",1,0,0.01,0.00,
"Callee","?DoMSWControlColor@wxControl@@MAEPAXPAXVwxColour@@0@Z","?FindOrCreateBrush@wxBrushList@@QAEPAVwxBrush@@ABVwxColour@@H@Z",1,1,0.01,0.01,
"Root","?DoScreenToClient@wxTopLevelWindowBase@@MBEXPAH0@Z","?DoScreenToClient@wxTopLevelWindowBase@@MBEXPAH0@Z",1,0,0.01,0.00,
"Caller","?DoScreenToClient@wxTopLevelWindowBase@@MBEXPAH0@Z","?ScreenToClient@wxWindowBase@@QBEXPAH0@Z",1,0,0.01,0.00,
"Callee","?DoScreenToClient@wxTopLevelWindowBase@@MBEXPAH0@Z","?GetClientAreaOrigin@wxFrame@@UBE?AVwxPoint@@XZ",1,0,0.01,0.00,
"Root","?DoSetSize@wxWindow@@MAEXHHHHH@Z","?DoSetSize@wxWindow@@MAEXHHHHH@Z",2,0,0.03,0.00,
"Caller","?DoSetSize@wxWindow@@MAEXHHHHH@Z","wxWindowBase::SetSize",2,0,0.03,0.00,
"Callee","?DoSetSize@wxWindow@@MAEXHHHHH@Z","?DoMoveWindow@wxWindow@@MAEXHHHH@Z",2,0,0.03,0.00,
"Root","?DoThreadStart@wxThreadInternal@@SAIPAVwxThread@@@Z","?DoThreadStart@wxThreadInternal@@SAIPAVwxThread@@@Z","4,491",0,60.76,0.00,
"Caller","?DoThreadStart@wxThreadInternal@@SAIPAVwxThread@@@Z","?WinThreadStart@wxThreadInternal@@SGIPAX@Z","4,491",0,60.76,0.00,
"Callee","?DoThreadStart@wxThreadInternal@@SAIPAVwxThread@@@Z","SymbolParserThread::Entry","4,491",0,60.76,0.00,
"Root","?DrawCaption@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@ABVwxString@@ABVwxRect@@AAVwxAuiPaneInfo@@@Z","?DrawCaption@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@ABVwxString@@ABVwxRect@@AAVwxAuiPaneInfo@@@Z",2,0,0.03,0.00,
"Caller","?DrawCaption@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@ABVwxString@@ABVwxRect@@AAVwxAuiPaneInfo@@@Z","?OnRender@wxAuiManager@@QAEXAAVwxAuiManagerEvent@@@Z",2,0,0.03,0.00,
"Callee","?DrawCaption@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@ABVwxString@@ABVwxRect@@AAVwxAuiPaneInfo@@@Z","?DrawCaptionBackground@wxAuiDefaultDockArt@@IAEXAAVwxDC@@ABVwxRect@@_N@Z",2,0,0.03,0.00,
"Root","?DrawCaptionBackground@wxAuiDefaultDockArt@@IAEXAAVwxDC@@ABVwxRect@@_N@Z","?DrawCaptionBackground@wxAuiDefaultDockArt@@IAEXAAVwxDC@@ABVwxRect@@_N@Z",2,0,0.03,0.00,
"Caller","?DrawCaptionBackground@wxAuiDefaultDockArt@@IAEXAAVwxDC@@ABVwxRect@@_N@Z","?DrawCaption@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@ABVwxString@@ABVwxRect@@AAVwxAuiPaneInfo@@@Z",2,0,0.03,0.00,
"Callee","?DrawCaptionBackground@wxAuiDefaultDockArt@@IAEXAAVwxDC@@ABVwxRect@@_N@Z","?wxAuiBitmapFromBits@@YA?AVwxBitmap@@QBEHHABVwxColour@@@Z",2,0,0.03,0.00,
"Root","?DrawPaneButton@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@HHABVwxRect@@AAVwxAuiPaneInfo@@@Z","?DrawPaneButton@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@HHABVwxRect@@AAVwxAuiPaneInfo@@@Z",3,0,0.04,0.00,
"Caller","?DrawPaneButton@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@HHABVwxRect@@AAVwxAuiPaneInfo@@@Z","?OnRender@wxAuiManager@@QAEXAAVwxAuiManagerEvent@@@Z",3,0,0.04,0.00,
"Callee","?DrawPaneButton@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@HHABVwxRect@@AAVwxAuiPaneInfo@@@Z","wxDCBase::DrawBitmap",3,0,0.04,0.00,
"Root","?DrawSash@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@HABVwxRect@@@Z","?DrawSash@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@HABVwxRect@@@Z",1,0,0.01,0.00,
"Caller","?DrawSash@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@HABVwxRect@@@Z","?OnRender@wxAuiManager@@QAEXAAVwxAuiManagerEvent@@@Z",1,0,0.01,0.00,
"Callee","?DrawSash@wxAuiDefaultDockArt@@UAEXAAVwxDC@@PAVwxWindow@@HABVwxRect@@@Z","wxDCBase::DrawRectangle",1,0,0.01,0.00,
"Root","?end@wxStringBase@@QAEPADXZ","?end@wxStringBase@@QAEPADXZ",71,1,0.96,0.01,
"Caller","?end@wxStringBase@@QAEPADXZ","?MakeLower@wxString@@QAEAAV1@XZ",59,1,0.80,0.01,
"Caller","?end@wxStringBase@@QAEPADXZ","?Shrink@wxString@@QAE_NXZ",1,0,0.01,0.00,
"Caller","?end@wxStringBase@@QAEPADXZ","?Truncate@wxString@@QAEAAV1@I@Z",11,0,0.15,0.00,
"Callee","?end@wxStringBase@@QAEPADXZ","?CopyBeforeWrite@wxStringBase@@IAE_NXZ",37,5,0.50,0.07,
"Callee","?end@wxStringBase@@QAEPADXZ","@ILT+37035(__RTC_CheckEsp)",1,1,0.01,0.01,
"Callee","?end@wxStringBase@@QAEPADXZ","wxStringBase::length",32,22,0.43,0.30,
"Root","?EnumerateFacenames@wxFontEnumerator@@UAE_NW4wxFontEncoding@@_N@Z","?EnumerateFacenames@wxFontEnumerator@@UAE_NW4wxFontEncoding@@_N@Z",19,0,0.26,0.00,
"Caller","?EnumerateFacenames@wxFontEnumerator@@UAE_NW4wxFontEncoding@@_N@Z","?GetFacenames@wxFontEnumerator@@SA?AVwxArrayString@@W4wxFontEncoding@@_N@Z",19,0,0.26,0.00,
"Callee","?EnumerateFacenames@wxFontEnumerator@@UAE_NW4wxFontEncoding@@_N@Z","?DoEnumerate@wxFontEnumeratorHelper@@QAEXXZ",19,0,0.26,0.00,
"Root","?Eof@wxInputStream@@UBE_NXZ","?Eof@wxInputStream@@UBE_NXZ",10,2,0.14,0.03,
"Caller","?Eof@wxInputStream@@UBE_NXZ","GetToken",5,1,0.07,0.01,
"Caller","?Eof@wxInputStream@@UBE_NXZ","SkipWhitespace",5,1,0.07,0.01,
"Callee","?Eof@wxInputStream@@UBE_NXZ","wxStreamBase::GetLastError",8,8,0.11,0.11,
"Root","?erase@wxString@@QAEPADPAD0@Z","?erase@wxString@@QAEPADPAD0@Z",34,2,0.46,0.03,
"Caller","?erase@wxString@@QAEPADPAD0@Z","?Truncate@wxString@@QAEAAV1@I@Z",34,2,0.46,0.03,
"Callee","?erase@wxString@@QAEPADPAD0@Z","?erase@wxStringBase@@QAEPADPAD0@Z",32,0,0.43,0.00,
"Root","?erase@wxStringBase@@QAEAAV1@II@Z","?erase@wxStringBase@@QAEAAV1@II@Z",26,1,0.35,0.01,
"Caller","?erase@wxStringBase@@QAEAAV1@II@Z","?erase@wxStringBase@@QAEPADPAD0@Z",25,1,0.34,0.01,
"Caller","?erase@wxStringBase@@QAEAAV1@II@Z","wxStringBase::clear",1,0,0.01,0.00,
"Callee","?erase@wxStringBase@@QAEAAV1@II@Z","?append@wxString@@QAEAAV1@PBDI@Z",3,0,0.04,0.00,
"Callee","?erase@wxStringBase@@QAEAAV1@II@Z","?swap@wxStringBase@@QAEXAAV1@@Z",1,1,0.01,0.01,
"Callee","?erase@wxStringBase@@QAEAAV1@II@Z","wxString::~wxString",6,1,0.08,0.01,
"Callee","?erase@wxStringBase@@QAEAAV1@II@Z","wxString::wxString",9,3,0.12,0.04,
"Callee","?erase@wxStringBase@@QAEAAV1@II@Z","wxStringBase::c_str",1,1,0.01,0.01,
"Callee","?erase@wxStringBase@@QAEAAV1@II@Z","wxStringBase::length",5,1,0.07,0.01,
"Root","?erase@wxStringBase@@QAEPADPAD0@Z","?erase@wxStringBase@@QAEPADPAD0@Z",32,0,0.43,0.00,
"Caller","?erase@wxStringBase@@QAEPADPAD0@Z","?erase@wxString@@QAEPADPAD0@Z",32,0,0.43,0.00,
"Callee","?erase@wxStringBase@@QAEPADPAD0@Z","?begin@wxStringBase@@QAEPADXZ",5,0,0.07,0.00,
"Callee","?erase@wxStringBase@@QAEPADPAD0@Z","?erase@wxStringBase@@QAEAAV1@II@Z",25,1,0.34,0.01,
"Callee","?erase@wxStringBase@@QAEPADPAD0@Z","@ILT+19170(?erase@wxStringBase@@QAEAAV1@II@Z)",1,1,0.01,0.01,
"Callee","?erase@wxStringBase@@QAEPADPAD0@Z","_RTC_CheckEsp",1,1,0.01,0.01,
"Root","?ExpandEnvVars@wxConfigBase@@QBE?AVwxString@@ABV2@@Z","?ExpandEnvVars@wxConfigBase@@QBE?AVwxString@@ABV2@@Z",1,0,0.01,0.00,
"Caller","?ExpandEnvVars@wxConfigBase@@QBE?AVwxString@@ABV2@@Z","?Read@wxConfigBase@@QBE_NABVwxString@@PAV2@@Z",1,0,0.01,0.00,
"Callee","?ExpandEnvVars@wxConfigBase@@QBE?AVwxString@@ABV2@@Z","?wxExpandEnvVars@@YA?AVwxString@@ABV1@@Z",1,0,0.01,0.00,
"Root","?FindOrCreateBrush@wxBrushList@@QAEPAVwxBrush@@ABVwxColour@@H@Z","?FindOrCreateBrush@wxBrushList@@QAEPAVwxBrush@@ABVwxColour@@H@Z",1,1,0.01,0.01,
"Caller","?FindOrCreateBrush@wxBrushList@@QAEPAVwxBrush@@ABVwxColour@@H@Z","?DoMSWControlColor@wxControl@@MAEPAXPAXVwxColour@@0@Z",1,1,0.01,0.01,
"Root","?Format@wxString@@SA?AV1@PBDZZ","?Format@wxString@@SA?AV1@PBDZZ",3,0,0.04,0.00,
"Caller","?Format@wxString@@SA?AV1@PBDZZ","?SavePaneInfo@wxAuiManager@@QAE?AVwxString@@AAVwxAuiPaneInfo@@@Z",3,0,0.04,0.00,
"Callee","?Format@wxString@@SA?AV1@PBDZZ","?PrintfV@wxString@@QAEHPBDPAD@Z",3,0,0.04,0.00,
"Root","?Free@wxArrayString@@AAEXXZ","?Free@wxArrayString@@AAEXXZ",1,0,0.01,0.00,
"Caller","?Free@wxArrayString@@AAEXXZ","??1wxArrayString@@QAE@XZ",1,0,0.01,0.00,
"Callee","?Free@wxArrayString@@AAEXXZ","wxStringData::Unlock",1,0,0.01,0.00,
"Root","?Get@wxWinHashTable@@QBEPAVwxWindow@@J@Z","?Get@wxWinHashTable@@QBEPAVwxWindow@@J@Z",3,0,0.04,0.00,
"Caller","?Get@wxWinHashTable@@QBEPAVwxWindow@@J@Z","?wxFindWinFromHandle@@YAPAVwxWindow@@PAX@Z",3,0,0.04,0.00,
"Callee","?Get@wxWinHashTable@@QBEPAVwxWindow@@J@Z","?DoGet@wxHashTableBase@@IBEPAXJJ@Z",3,1,0.04,0.01,
"Root","?GetAppName@wxAppConsole@@QBE?AVwxString@@XZ","?GetAppName@wxAppConsole@@QBE?AVwxString@@XZ",1,0,0.01,0.00,
"Caller","?GetAppName@wxAppConsole@@QBE?AVwxString@@XZ","?GetOption@wxSystemOptions@@SA?AVwxString@@ABV2@@Z",1,0,0.01,0.00,
"Callee","?GetAppName@wxAppConsole@@QBE?AVwxString@@XZ","wxStringBase::empty",1,0,0.01,0.00,
"Root","?GetBackgroundColour@wxWindowBase@@QBE?AVwxColour@@XZ","?GetBackgroundColour@wxWindowBase@@QBE?AVwxColour@@XZ",1,1,0.01,0.01,
"Caller","?GetBackgroundColour@wxWindowBase@@QBE?AVwxColour@@XZ","?MSWControlColor@wxControl@@UAEPAXPAX0@Z",1,1,0.01,0.01,
"Root","?GetC@wxInputStream@@QAEHXZ","?GetC@wxInputStream@@QAEHXZ",58,1,0.78,0.01,
"Caller","?GetC@wxInputStream@@QAEHXZ","GetToken",49,1,0.66,0.01,
"Caller","?GetC@wxInputStream@@QAEHXZ","SkipWhitespace",9,0,0.12,0.00,
"Callee","?GetC@wxInputStream@@QAEHXZ","?LastRead@wxInputStream@@UBEIXZ",4,4,0.05,0.05,
"Callee","?GetC@wxInputStream@@QAEHXZ","?Read@wxInputStream@@UAEAAV1@PAXI@Z",50,1,0.68,0.01,
"Callee","?GetC@wxInputStream@@QAEHXZ","@ILT+12910(?Read@wxInputStream@@UAEAAV1@PAXI@Z)",1,1,0.01,0.01,
"Callee","?GetC@wxInputStream@@QAEHXZ","@ILT+28485(?LastRead@wxInputStream@@UBEIXZ)",1,1,0.01,0.01,
"Callee","?GetC@wxInputStream@@QAEHXZ","_RTC_CheckEsp",1,1,0.01,0.01,
"Root","?GetChildren@wxSizer@@QAEAAVwxSizerItemList@@XZ","?GetChildren@wxSizer@@QAEAAVwxSizerItemList@@XZ",1,1,0.01,0.01,
"Caller","?GetChildren@wxSizer@@QAEAAVwxSizerItemList@@XZ","?ShouldAccountFor@wxSizerItem@@ABE_NXZ",1,1,0.01,0.01,
"Root","?GetClientAreaOrigin@wxFrame@@UBE?AVwxPoint@@XZ","?GetClientAreaOrigin@wxFrame@@UBE?AVwxPoint@@XZ",1,0,0.01,0.00,
"Caller","?GetClientAreaOrigin@wxFrame@@UBE?AVwxPoint@@XZ","?DoScreenToClient@wxTopLevelWindowBase@@MBEXPAH0@Z",1,0,0.01,0.00,
"Callee","?GetClientAreaOrigin@wxFrame@@UBE?AVwxPoint@@XZ","?GetClientAreaOrigin@wxWindowBase@@UBE?AVwxPoint@@XZ",1,0,0.01,0.00,
"Root","?GetClientAreaOrigin@wxWindowBase@@UBE?AVwxPoint@@XZ","?GetClientAreaOrigin@wxWindowBase@@UBE?AVwxPoint@@XZ",1,0,0.01,0.00,
"Caller","?GetClientAreaOrigin@wxWindowBase@@UBE?AVwxPoint@@XZ","?GetClientAreaOrigin@wxFrame@@UBE?AVwxPoint@@XZ",1,0,0.01,0.00,
"Callee","?GetClientAreaOrigin@wxWindowBase@@UBE?AVwxPoint@@XZ","wxPoint::wxPoint",1,1,0.01,0.01,
"Root","?GetEventHashTable@wxWindow@@MBEAAVwxEventHashTable@@XZ","?GetEventHashTable@wxWindow@@MBEAAVwxEventHashTable@@XZ",1,1,0.01,0.01,
"Caller","?GetEventHashTable@wxWindow@@MBEAAVwxEventHashTable@@XZ","?ProcessEvent@wxEvtHandler@@UAE_NAAVwxEvent@@@Z",1,1,0.01,0.01,
"Root","?GetFacenames@wxFontEnumerator@@SA?AVwxArrayString@@W4wxFontEncoding@@_N@Z","?GetFacenames@wxFontEnumerator@@SA?AVwxArrayString@@W4wxFontEncoding@@_N@Z",19,0,0.26,0.00,
"Caller","?GetFacenames@wxFontEnumerator@@SA?AVwxArrayString@@W4wxFontEncoding@@_N@Z","?IsValidFacename@wxFontEnumerator@@SA_NABVwxString@@@Z",19,0,0.26,0.00,
"Callee","?GetFacenames@wxFontEnumerator@@SA?AVwxArrayString@@W4wxFontEncoding@@_N@Z","?EnumerateFacenames@wxFontEnumerator@@UAE_NW4wxFontEncoding@@_N@Z",19,0,0.26,0.00,
"Root","?GetFirst@wxObjectList@@QBEPAVwxObjectListNode@@XZ","?GetFirst@wxObjectList@@QBEPAVwxObjectListNode@@XZ",1,1,0.01,0.01,
"Caller","?GetFirst@wxObjectList@@QBEPAVwxObjectListNode@@XZ","?DeletePendingObjects@wxAppBase@@IAEXXZ",1,1,0.01,0.01,
"Root","?GetMessage@@YAHPAUtagMSG@@PAUHWND__@@II@Z","?GetMessage@@YAHPAUtagMSG@@PAUHWND__@@II@Z","2,798",0,37.86,0.00,
"Caller","?GetMessage@@YAHPAUtagMSG@@PAUHWND__@@II@Z","?Dispatch@wxEventLoop@@UAE_NXZ","2,798",0,37.86,0.00,
"Callee","?GetMessage@@YAHPAUtagMSG@@PAUHWND__@@II@Z","[user32.DLL]","2,798",1,37.86,0.01,
"Root","?GetNext@wxHashTableBase_Node@@IBEPAV1@XZ","?GetNext@wxHashTableBase_Node@@IBEPAV1@XZ",1,1,0.01,0.01,
"Caller","?GetNext@wxHashTableBase_Node@@IBEPAV1@XZ","?DoGet@wxHashTableBase@@IBEPAXJJ@Z",1,1,0.01,0.01,
"Root","?GetNextChild@wxTreeCtrl@@UBE?AVwxTreeItemId@@ABV2@AAPAX@Z","?GetNextChild@wxTreeCtrl@@UBE?AVwxTreeItemId@@ABV2@AAPAX@Z",1,0,0.01,0.00,
